EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
9052,1001,3006,4,101,KGID-105052,Prakash Patil,1998-08-19,1,1,0,2010-06-01
9053,1001,3006,4,101,KGID-105053,Vijay Bhat,1974-02-20,1,4,0,2009-06-01
9054,1001,3006,4,101,KGID-105054,Anand Pujari,1994-04-05,1,4,0,2009-06-01
9055,1001,3006,4,101,KGID-105055,Ganesh Rao,1975-12-26,1,4,0,2009-06-01
9056,1001,3006,2,103,KGID-105056,Manjunatha Nayak,1986-03-28,1,2,0,2019-06-01
9057,1001,3006,2,103,KGID-105057,Anand Rao,1996-12-24,1,2,0,2021-06-01
9058,1001,3006,3,103,KGID-105058,Basavaraj Bhat,1986-09-24,1,1,0,2017-06-01
9059,1001,3006,2,103,KGID-105059,Anand Pujari,1993-05-21,1,3,0,2013-06-01
9060,1001,3006,2,103,KGID-105060,Mahesh Rao,1979-09-15,1,2,0,2020-06-01
9061,1001,3007,5,102,KGID-105061,Manjunatha Chavan,1971-11-20,1,2,0,2009-06-01
9062,1001,3007,4,101,KGID-105062,Mahesh Hiremath,1979-07-22,1,3,0,2020-06-01
9063,1001,3007,4,101,KGID-105063,Vijay Gowda,1977-09-17,1,4,0,2007-06-01
9064,1001,3007,4,101,KGID-105064,Basavaraj Bhat,1978-09-18,1,3,0,2020-06-01
9065,1001,3007,4,101,KGID-105065,Manjunatha Chavan,1977-04-05,1,2,0,2021-06-01
9066,1001,3007,2,103,KGID-105066,Prakash Chavan,1998-04-16,1,3,0,2005-06-01
9067,1001,3007,1,103,KGID-105067,Anand Kulkarni,1992-12-08,1,2,0,2012-06-01
9068,1001,3007,3,103,KGID-105068,Vijay Hiremath,1978-12-04,1,3,0,2016-06-01
9069,1001,3007,2,103,KGID-105069,Shivakumar Nayak,1994-02-17,1,4,0,2015-06-01
9070,1001,3007,3,103,KGID-105070,Manjunatha Kulkarni,1994-01-04,1,2,0,2020-06-01
9071,1001,3008,5,102,KGID-105071,Anand Patil,1972-08-23,1,3,0,2019-06-01
9072,1001,3008,4,101,KGID-105072,Mahesh Patil,1991-04-23,1,2,0,2010-06-01
9073,1001,3008,4,101,KGID-105073,Shivakumar Pujari,1988-09-15,1,2,0,2014-06-01
9074,1001,3008,4,101,KGID-105074,Anand Patil,1972-10-23,1,4,0,2006-06-01
9075,1001,3008,4,101,KGID-105075,Suresh Patil,1995-01-19,1,4,0,2013-06-01
9076,1001,3008,2,103,KGID-105076,Anand Kulkarni,1973-12-02,1,1,0,2013-06-01
9077,1001,3008,3,103,KGID-105077,Ramesh Pujari,1979-02-28,1,1,0,2018-06-01
9078,1001,3008,1,103,KGID-105078,Ramesh Patil,1986-06-04,1,4,0,2011-06-01
9079,1001,3008,1,103,KGID-105079,Prakash Gowda,1981-06-28,1,2,0,2019-06-01
9080,1001,3008,3,103,KGID-105080,Manjunatha Chavan,1972-02-11,1,3,0,2022-06-01
9081,1002,3009,5,102,KGID-105081,Ramesh Pujari,1973-12-28,1,2,0,2005-06-01
9082,1002,3009,4,101,KGID-105082,Manjunatha Nayak,1978-12-08,1,3,0,2018-06-01
9083,1002,3009,4,101,KGID-105083,Anand Patil,1998-04-06,1,1,0,2011-06-01
9084,1002,3009,4,101,KGID-105084,Suresh Hiremath,1995-02-15,1,4,0,2012-06-01
9085,1002,3009,4,101,KGID-105085,Basavaraj Nayak,1996-12-04,1,1,0,2016-06-01
9086,1002,3009,1,103,KGID-105086,Suresh Kulkarni,1991-03-26,1,4,0,2010-06-01
9087,1002,3009,1,103,KGID-105087,Manjunatha Rao,1979-10-03,1,2,0,2022-06-01
9088,1002,3009,2,103,KGID-105088,Suresh Kulkarni,1972-10-16,1,1,0,2015-06-01
9089,1002,3009,3,103,KGID-105089,Manjunatha Hiremath,1977-11-28,1,2,0,2017-06-01
9090,1002,3009,3,103,KGID-105090,Suresh Pujari,1975-05-11,1,1,0,2020-06-01
9091,1002,3010,5,102,KGID-105091,Basavaraj Kulkarni,1985-02-11,1,3,0,2016-06-01
9092,1002,3010,4,101,KGID-105092,Vijay Chavan,1993-08-03,1,2,0,2012-06-01
9093,1002,3010,4,101,KGID-105093,Anand Pujari,1990-01-27,1,4,0,2014-06-01
9094,1002,3010,4,101,KGID-105094,Ramesh Rao,1987-03-07,1,1,0,2008-06-01
9095,1002,3010,4,101,KGID-105095,Manjunatha Gowda,1995-09-25,1,4,0,2009-06-01
9096,1002,3010,2,103,KGID-105096,Anand Hiremath,1998-03-02,1,2,0,2020-06-01
9097,1002,3010,3,103,KGID-105097,Ramesh Kulkarni,1976-06-11,1,2,0,2007-06-01
9098,1002,3010,2,103,KGID-105098,Anand Hiremath,1984-12-11,1,4,0,2006-06-01
9099,1002,3010,3,103,KGID-105099,Shivakumar Pujari,1977-04-07,1,2,0,2016-06-01
9100,1002,3010,3,103,KGID-105100,Basavaraj Hiremath,1980-10-11,1,4,0,2019-06-01
9101,1002,3011,5,102,KGID-105101,Ganesh Hiremath,1987-06-27,1,1,0,2006-06-01
9102,1002,3011,4,101,KGID-105102,Suresh Nayak,1981-04-12,1,3,0,2010-06-01
9103,1002,3011,4,101,KGID-105103,Anand Chavan,1981-05-11,1,2,0,2013-06-01
9104,1002,3011,4,101,KGID-105104,Shivakumar Rao,1997-08-04,1,2,0,2008-06-01
9105,1002,3011,4,101,KGID-105105,Anand Kulkarni,1988-09-18,1,1,0,2009-06-01
9106,1002,3011,3,103,KGID-105106,Prakash Pujari,1977-03-01,1,4,0,2013-06-01
9107,1002,3011,1,103,KGID-105107,Shivakumar Pujari,1988-08-20,1,2,0,2014-06-01
9108,1002,3011,2,103,KGID-105108,Basavaraj Chavan,1972-09-13,1,2,0,2008-06-01
9109,1002,3011,1,103,KGID-105109,Ganesh Chavan,1994-12-09,1,3,0,2022-06-01
9110,1002,3011,3,103,KGID-105110,Prakash Patil,1977-01-17,1,3,0,2013-06-01
9111,1002,3012,5,102,KGID-105111,Suresh Gowda,1986-10-20,1,3,0,2005-06-01
9112,1002,3012,4,101,KGID-105112,Ramesh Hiremath,1976-02-06,1,3,0,2011-06-01
9113,1002,3012,4,101,KGID-105113,Anand Chavan,1974-09-27,1,1,0,2017-06-01
9114,1002,3012,4,101,KGID-105114,Basavaraj Rao,1996-03-19,1,4,0,2013-06-01
9115,1002,3012,4,101,KGID-105115,Vijay Nayak,1975-10-04,1,1,0,2015-06-01
9116,1002,3012,3,103,KGID-105116,Ramesh Patil,1985-02-08,1,1,0,2015-06-01
9117,1002,3012,3,103,KGID-105117,Shivakumar Rao,1972-02-07,1,3,0,2018-06-01
9118,1002,3012,3,103,KGID-105118,Vijay Chavan,1987-12-28,1,2,0,2020-06-01
9119,1002,3012,1,103,KGID-105119,Shivakumar Gowda,1996-05-04,1,2,0,2007-06-01
9120,1002,3012,3,103,KGID-105120,Mahesh Gowda,1993-05-09,1,4,0,2005-06-01
9121,1002,3013,5,102,KGID-105121,Manjunatha Kulkarni,1987-08-18,1,2,0,2016-06-01
9122,1002,3013,4,101,KGID-105122,Prakash Chavan,1995-08-17,1,1,0,2019-06-01
9123,1002,3013,4,101,KGID-105123,Prakash Kulkarni,1995-03-18,1,4,0,2017-06-01
9124,1002,3013,4,101,KGID-105124,Shivakumar Nayak,1979-02-24,1,4,0,2014-06-01
9125,1002,3013,4,101,KGID-105125,Manjunatha Hiremath,1972-11-23,1,3,0,2017-06-01
9126,1002,3013,1,103,KGID-105126,Vijay Gowda,1992-01-26,1,2,0,2017-06-01
9127,1002,3013,2,103,KGID-105127,Ganesh Bhat,1997-07-28,1,1,0,2021-06-01
9128,1002,3013,3,103,KGID-105128,Prakash Gowda,1993-05-05,1,2,0,2021-06-01
9129,1002,3013,3,103,KGID-105129,Basavaraj Rao,1980-05-25,1,3,0,2005-06-01
9130,1002,3013,3,103,KGID-105130,Suresh Hiremath,1971-11-12,1,2,0,2008-06-01
9131,1002,3014,5,102,KGID-105131,Suresh Hiremath,1988-01-20,1,2,0,2021-06-01
9132,1002,3014,4,101,KGID-105132,Ganesh Chavan,1998-03-16,1,3,0,2012-06-01
9133,1002,3014,4,101,KGID-105133,Vijay Pujari,1975-10-05,1,4,0,2017-06-01
9134,1002,3014,4,101,KGID-105134,Prakash Chavan,1984-04-27,1,3,0,2013-06-01
9135,1002,3014,4,101,KGID-105135,Suresh Gowda,1998-11-27,1,4,0,2009-06-01
9136,1002,3014,1,103,KGID-105136,Prakash Kulkarni,1995-02-22,1,4,0,2008-06-01
9137,1002,3014,3,103,KGID-105137,Vijay Kulkarni,1972-12-24,1,3,0,2016-06-01
9138,1002,3014,3,103,KGID-105138,Anand Kulkarni,1976-10-02,1,3,0,2014-06-01
9139,1002,3014,3,103,KGID-105139,Anand Pujari,1990-08-19,1,1,0,2014-06-01
9140,1002,3014,2,103,KGID-105140,Mahesh Pujari,1974-08-24,1,3,0,2017-06-01
9141,1002,3015,5,102,KGID-105141,Basavaraj Rao,1997-03-08,1,4,0,2018-06-01
9142,1002,3015,4,101,KGID-105142,Anand Pujari,1996-12-11,1,1,0,2009-06-01
9143,1002,3015,4,101,KGID-105143,Anand Chavan,1978-12-20,1,2,0,2007-06-01
9144,1002,3015,4,101,KGID-105144,Shivakumar Pujari,1974-03-21,1,3,0,2015-06-01
9145,1002,3015,4,101,KGID-105145,Suresh Hiremath,1984-09-17,1,3,0,2010-06-01
9146,1002,3015,3,103,KGID-105146,Prakash Nayak,1978-11-04,1,4,0,2005-06-01
9147,1002,3015,1,103,KGID-105147,Ganesh Pujari,1991-10-22,1,4,0,2022-06-01
9148,1002,3015,1,103,KGID-105148,Anand Nayak,1987-05-20,1,3,0,2018-06-01
9149,1002,3015,3,103,KGID-105149,Vijay Kulkarni,1987-09-05,1,4,0,2017-06-01
9150,1002,3015,1,103,KGID-105150,Prakash Hiremath,1996-01-04,1,1,0,2022-06-01
9151,1002,3016,5,102,KGID-105151,Ganesh Kulkarni,1975-08-21,1,3,0,2020-06-01
9152,1002,3016,4,101,KGID-105152,Shivakumar Hiremath,1982-11-07,1,2,0,2020-06-01
9153,1002,3016,4,101,KGID-105153,Ganesh Patil,1979-12-08,1,4,0,2006-06-01
9154,1002,3016,4,101,KGID-105154,Vijay Chavan,1978-02-10,1,2,0,2014-06-01
9155,1002,3016,4,101,KGID-105155,Vijay Kulkarni,1992-04-05,1,4,0,2022-06-01
9156,1002,3016,2,103,KGID-105156,Basavaraj Nayak,1997-07-14,1,2,0,2012-06-01
9157,1002,3016,2,103,KGID-105157,Suresh Chavan,1983-11-13,1,4,0,2007-06-01
9158,1002,3016,3,103,KGID-105158,Suresh Nayak,1998-02-04,1,1,0,2005-06-01
9159,1002,3016,1,103,KGID-105159,Mahesh Bhat,1994-12-25,1,2,0,2005-06-01
9160,1002,3016,1,103,KGID-105160,Mahesh Kulkarni,1978-07-27,1,2,0,2019-06-01
9161,1003,3017,5,102,KGID-105161,Prakash Kulkarni,1987-11-04,1,1,0,2012-06-01
9162,1003,3017,4,101,KGID-105162,Vijay Pujari,1976-04-14,1,1,0,2006-06-01
9163,1003,3017,4,101,KGID-105163,Shivakumar Bhat,1974-04-28,1,4,0,2011-06-01
9164,1003,3017,4,101,KGID-105164,Anand Kulkarni,1992-08-09,1,1,0,2008-06-01
9165,1003,3017,4,101,KGID-105165,Mahesh Pujari,1982-10-16,1,2,0,2007-06-01
9166,1003,3017,1,103,KGID-105166,Mahesh Chavan,1991-01-07,1,4,0,2009-06-01
9167,1003,3017,3,103,KGID-105167,Manjunatha Bhat,1992-05-23,1,2,0,2018-06-01
9168,1003,3017,2,103,KGID-105168,Shivakumar Gowda,1993-02-26,1,2,0,2010-06-01
9169,1003,3017,1,103,KGID-105169,Prakash Gowda,1973-02-28,1,2,0,2005-06-01
9170,1003,3017,2,103,KGID-105170,Manjunatha Gowda,1972-03-09,1,3,0,2007-06-01
9171,1003,3018,5,102,KGID-105171,Anand Hiremath,1977-11-14,1,3,0,2022-06-01
9172,1003,3018,4,101,KGID-105172,Prakash Bhat,1987-10-21,1,3,0,2020-06-01
9173,1003,3018,4,101,KGID-105173,Shivakumar Bhat,1977-03-23,1,2,0,2005-06-01
9174,1003,3018,4,101,KGID-105174,Anand Gowda,1976-08-03,1,1,0,2022-06-01
9175,1003,3018,4,101,KGID-105175,Vijay Rao,1997-02-28,1,3,0,2015-06-01
9176,1003,3018,2,103,KGID-105176,Shivakumar Hiremath,1971-01-20,1,3,0,2005-06-01
9177,1003,3018,3,103,KGID-105177,Suresh Nayak,1990-10-27,1,1,0,2022-06-01
9178,1003,3018,2,103,KGID-105178,Vijay Bhat,1994-07-06,1,4,0,2021-06-01
9179,1003,3018,1,103,KGID-105179,Manjunatha Pujari,1972-08-06,1,3,0,2006-06-01
9180,1003,3018,2,103,KGID-105180,Manjunatha Bhat,1994-11-19,1,4,0,2005-06-01
9181,1003,3019,5,102,KGID-105181,Prakash Kulkarni,1991-05-07,1,1,0,2015-06-01
9182,1003,3019,4,101,KGID-105182,Anand Bhat,1990-04-15,1,1,0,2016-06-01
9183,1003,3019,4,101,KGID-105183,Manjunatha Rao,1986-06-27,1,1,0,2018-06-01
9184,1003,3019,4,101,KGID-105184,Ramesh Pujari,1982-06-28,1,1,0,2016-06-01
9185,1003,3019,4,101,KGID-105185,Manjunatha Pujari,1985-06-09,1,3,0,2007-06-01
9186,1003,3019,1,103,KGID-105186,Ganesh Patil,1998-05-22,1,2,0,2012-06-01
9187,1003,3019,2,103,KGID-105187,Ramesh Kulkarni,1997-12-24,1,4,0,2019-06-01
9188,1003,3019,3,103,KGID-105188,Basavaraj Kulkarni,1977-05-10,1,3,0,2012-06-01
9189,1003,3019,3,103,KGID-105189,Prakash Chavan,1973-04-07,1,4,0,2007-06-01
9190,1003,3019,3,103,KGID-105190,Anand Hiremath,1995-04-24,1,4,0,2019-06-01
9191,1003,3020,5,102,KGID-105191,Manjunatha Hiremath,1987-05-06,1,4,0,2005-06-01
9192,1003,3020,4,101,KGID-105192,Ramesh Hiremath,1981-09-23,1,1,0,2016-06-01
9193,1003,3020,4,101,KGID-105193,Vijay Rao,1970-09-04,1,2,0,2018-06-01
9194,1003,3020,4,101,KGID-105194,Suresh Bhat,1975-04-18,1,4,0,2022-06-01
9195,1003,3020,4,101,KGID-105195,Vijay Pujari,1976-09-15,1,1,0,2013-06-01
9196,1003,3020,2,103,KGID-105196,Ganesh Patil,1978-02-03,1,3,0,2022-06-01
9197,1003,3020,2,103,KGID-105197,Anand Rao,1986-02-13,1,1,0,2018-06-01
9198,1003,3020,2,103,KGID-105198,Basavaraj Rao,1972-04-02,1,2,0,2018-06-01
9199,1003,3020,2,103,KGID-105199,Basavaraj Hiremath,1975-03-22,1,4,0,2010-06-01
9200,1003,3020,3,103,KGID-105200,Basavaraj Chavan,1990-07-28,1,2,0,2005-06-01
9201,1003,3021,5,102,KGID-105201,Shivakumar Nayak,1985-05-07,1,2,0,2017-06-01
9202,1003,3021,4,101,KGID-105202,Manjunatha Bhat,1987-09-13,1,1,0,2006-06-01
9203,1003,3021,4,101,KGID-105203,Ganesh Hiremath,1997-05-23,1,1,0,2021-06-01
9204,1003,3021,4,101,KGID-105204,Suresh Rao,1982-07-23,1,1,0,2017-06-01
9205,1003,3021,4,101,KGID-105205,Ramesh Pujari,1994-09-13,1,3,0,2009-06-01
9206,1003,3021,2,103,KGID-105206,Vijay Chavan,1971-02-25,1,1,0,2009-06-01
9207,1003,3021,1,103,KGID-105207,Manjunatha Rao,1982-01-17,1,4,0,2022-06-01
9208,1003,3021,2,103,KGID-105208,Manjunatha Chavan,1982-02-07,1,4,0,2015-06-01
9209,1003,3021,2,103,KGID-105209,Mahesh Pujari,1972-07-04,1,1,0,2022-06-01
9210,1003,3021,2,103,KGID-105210,Basavaraj Rao,1984-03-15,1,2,0,2014-06-01
9211,1003,3022,5,102,KGID-105211,Suresh Gowda,1981-02-10,1,4,0,2022-06-01
9212,1003,3022,4,101,KGID-105212,Ganesh Kulkarni,1970-10-27,1,2,0,2017-06-01
9213,1003,3022,4,101,KGID-105213,Ganesh Patil,1976-05-25,1,1,0,2017-06-01
9214,1003,3022,4,101,KGID-105214,Ganesh Gowda,1991-05-09,1,1,0,2019-06-01
9215,1003,3022,4,101,KGID-105215,Ganesh Kulkarni,1975-08-14,1,1,0,2014-06-01
9216,1003,3022,2,103,KGID-105216,Vijay Gowda,1990-02-03,1,4,0,2011-06-01
9217,1003,3022,2,103,KGID-105217,Vijay Rao,1971-07-14,1,3,0,2020-06-01
9218,1003,3022,2,103,KGID-105218,Ramesh Bhat,1994-06-23,1,2,0,2019-06-01
9219,1003,3022,3,103,KGID-105219,Ramesh Nayak,1973-12-08,1,2,0,2008-06-01
9220,1003,3022,2,103,KGID-105220,Basavaraj Kulkarni,1977-05-01,1,3,0,2019-06-01
9221,1003,3023,5,102,KGID-105221,Anand Kulkarni,1972-12-02,1,3,0,2008-06-01
9222,1003,3023,4,101,KGID-105222,Anand Hiremath,1997-12-10,1,4,0,2010-06-01
9223,1003,3023,4,101,KGID-105223,Ganesh Nayak,1989-04-21,1,3,0,2005-06-01
9224,1003,3023,4,101,KGID-105224,Ramesh Chavan,1975-07-09,1,4,0,2015-06-01
9225,1003,3023,4,101,KGID-105225,Manjunatha Gowda,1981-07-14,1,3,0,2019-06-01
9226,1003,3023,1,103,KGID-105226,Suresh Kulkarni,1977-07-14,1,4,0,2019-06-01
9227,1003,3023,3,103,KGID-105227,Anand Gowda,1987-08-16,1,1,0,2006-06-01
9228,1003,3023,3,103,KGID-105228,Shivakumar Pujari,1978-07-18,1,1,0,2020-06-01
9229,1003,3023,2,103,KGID-105229,Shivakumar Kulkarni,1982-04-18,1,3,0,2006-06-01
9230,1003,3023,1,103,KGID-105230,Suresh Patil,1988-07-17,1,1,0,2013-06-01
9231,1003,3024,5,102,KGID-105231,Mahesh Patil,1987-10-10,1,3,0,2006-06-01
9232,1003,3024,4,101,KGID-105232,Suresh Bhat,1979-11-20,1,2,0,2013-06-01
9233,1003,3024,4,101,KGID-105233,Basavaraj Bhat,1993-07-03,1,4,0,2012-06-01
9234,1003,3024,4,101,KGID-105234,Ramesh Gowda,1985-06-16,1,1,0,2019-06-01
9235,1003,3024,4,101,KGID-105235,Shivakumar Kulkarni,1977-04-27,1,2,0,2020-06-01
9236,1003,3024,1,103,KGID-105236,Ramesh Chavan,1981-03-15,1,2,0,2018-06-01
9237,1003,3024,1,103,KGID-105237,Vijay Chavan,1983-07-19,1,3,0,2014-06-01
9238,1003,3024,1,103,KGID-105238,Ramesh Hiremath,1998-07-10,1,4,0,2005-06-01
9239,1003,3024,1,103,KGID-105239,Ramesh Gowda,1996-10-18,1,2,0,2007-06-01
9240,1003,3024,3,103,KGID-105240,Manjunatha Gowda,1994-03-08,1,1,0,2007-06-01
9241,1004,3025,5,102,KGID-105241,Mahesh Pujari,1973-05-25,1,1,0,2007-06-01
9242,1004,3025,4,101,KGID-105242,Vijay Hiremath,1972-10-05,1,1,0,2006-06-01
9243,1004,3025,4,101,KGID-105243,Shivakumar Patil,1993-11-13,1,4,0,2021-06-01
9244,1004,3025,4,101,KGID-105244,Anand Hiremath,1980-03-14,1,2,0,2012-06-01
9245,1004,3025,4,101,KGID-105245,Anand Nayak,1976-05-10,1,2,0,2007-06-01
9246,1004,3025,2,103,KGID-105246,Manjunatha Bhat,1987-06-13,1,3,0,2019-06-01
9247,1004,3025,1,103,KGID-105247,Vijay Patil,1985-01-23,1,3,0,2016-06-01
9248,1004,3025,1,103,KGID-105248,Ganesh Chavan,1976-02-01,1,2,0,2022-06-01
9249,1004,3025,3,103,KGID-105249,Anand Pujari,1978-06-09,1,4,0,2007-06-01
9250,1004,3025,3,103,KGID-105250,Shivakumar Pujari,1984-07-18,1,4,0,2014-06-01
9251,1004,3026,5,102,KGID-105251,Basavaraj Chavan,1976-10-24,1,4,0,2016-06-01
9252,1004,3026,4,101,KGID-105252,Basavaraj Chavan,1978-02-13,1,2,0,2006-06-01
9253,1004,3026,4,101,KGID-105253,Shivakumar Gowda,1981-12-28,1,3,0,2010-06-01
9254,1004,3026,4,101,KGID-105254,Manjunatha Nayak,1980-02-26,1,1,0,2005-06-01
9255,1004,3026,4,101,KGID-105255,Suresh Bhat,1970-06-09,1,2,0,2013-06-01
9256,1004,3026,3,103,KGID-105256,Suresh Bhat,1972-08-24,1,3,0,2011-06-01
9257,1004,3026,1,103,KGID-105257,Vijay Bhat,1989-03-09,1,2,0,2012-06-01
9258,1004,3026,2,103,KGID-105258,Anand Rao,1991-05-13,1,2,0,2006-06-01
9259,1004,3026,2,103,KGID-105259,Shivakumar Patil,1982-08-01,1,4,0,2014-06-01
9260,1004,3026,2,103,KGID-105260,Mahesh Nayak,1978-09-01,1,3,0,2015-06-01
9261,1004,3027,5,102,KGID-105261,Mahesh Chavan,1982-11-24,1,4,0,2007-06-01
9262,1004,3027,4,101,KGID-105262,Manjunatha Rao,1992-05-24,1,1,0,2007-06-01
9263,1004,3027,4,101,KGID-105263,Basavaraj Bhat,1991-09-03,1,2,0,2020-06-01
9264,1004,3027,4,101,KGID-105264,Prakash Bhat,1989-01-05,1,2,0,2019-06-01
9265,1004,3027,4,101,KGID-105265,Vijay Gowda,1983-01-17,1,4,0,2016-06-01
9266,1004,3027,3,103,KGID-105266,Manjunatha Bhat,1982-12-14,1,4,0,2016-06-01
9267,1004,3027,2,103,KGID-105267,Ramesh Chavan,1977-05-09,1,3,0,2008-06-01
9268,1004,3027,3,103,KGID-105268,Shivakumar Hiremath,1993-03-04,1,2,0,2020-06-01
9269,1004,3027,2,103,KGID-105269,Suresh Nayak,1988-01-21,1,4,0,2019-06-01
9270,1004,3027,2,103,KGID-105270,Anand Pujari,1978-02-06,1,4,0,2015-06-01
9271,1004,3028,5,102,KGID-105271,Manjunatha Kulkarni,1989-06-26,1,1,0,2005-06-01
9272,1004,3028,4,101,KGID-105272,Ramesh Patil,1990-08-07,1,2,0,2005-06-01
9273,1004,3028,4,101,KGID-105273,Shivakumar Gowda,1979-05-18,1,3,0,2021-06-01
9274,1004,3028,4,101,KGID-105274,Mahesh Nayak,1977-03-04,1,4,0,2007-06-01
9275,1004,3028,4,101,KGID-105275,Basavaraj Gowda,1986-02-11,1,2,0,2012-06-01
9276,1004,3028,2,103,KGID-105276,Vijay Pujari,1982-09-04,1,4,0,2005-06-01
9277,1004,3028,1,103,KGID-105277,Suresh Kulkarni,1989-08-01,1,1,0,2018-06-01
